,strain,Myrcene,Pinene,Caryophyllene,Limonene,Humulene,Terpinolene,Linalool,Ocimene
1355,super-sour-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,mango-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,alien-sour-apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,afcrack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,frostbite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,treasure-island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,florida-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,green-monster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,white-zombie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,fruity-chronic-juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,pink-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,washing-machine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,satori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,silver-mountain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,white-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,shiatsu-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,hibiscus-sunrise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,hawaiian-purple-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,animal-blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,star-pupil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,red-poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,blue-hash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,lucy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,ghostbreath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,early-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,alien-stardawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,jungle-scout-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,goat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,elvis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,white-sangria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,sour-flower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,south-american,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,sonic-screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,sugar-shack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,pitbull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,central-american,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,barbara-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,pluto-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,hindu-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,dream-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,black-out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,banana-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,marcosus-marshmellow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,wabanaki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,kalashnikova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,cluster-funk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,secret-recipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,dream-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,devils-tit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,cherry-sherbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,confidential-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,k-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,darkside-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,sugar-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,chr-super-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,panama-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,firewalker-og,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1412,bootlegger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,ogiesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,white-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,hammerhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,death-by-cake-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,jawa-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,ethos-apex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,jock-horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,dawgs-waltz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,kushage,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1422,deep-purple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,special-kush-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,mad-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,space-cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,kona-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,bloodwalker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,sour-strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,avi-dekel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,cackleberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,uw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,old-school-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,black-roses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,ice-queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,aceh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,double-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,whiteout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,omega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,dutch-treat-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,mega-jackpot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,white-harmony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,ak-og-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,samoa-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,birds-of-paradise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,opium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,apricot-jelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,heisenberg-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,grape-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,big-mac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,mazar-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,purple-zkittlez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,panda-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,snow-leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,pacific-frost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,purple-nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,shaman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,emerald-jack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,peppermint-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,peach-crescendo-f-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,alchemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,og-glue-sniffer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,bb-king,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,designer-og,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1465,vanilla-gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,biochem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,purple-reign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,strawberry-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,cinderellas-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,grand-doggy-purps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,cakewalk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,shark-bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,more-cowbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,grandmas-batch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,el-fuego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,love-triangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,big-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,giesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,super-green-crack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,franks-gift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,double-purple-doja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,slurpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,the-third-dimension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,lemon-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,haleighs-hope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,mad-scientist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,og-la-affie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,grape-valley-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,92-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,heavy-duty-fruity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,p-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,blowfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,og-strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,sour-maui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,south-asian-sativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,pure-love,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,colin-og-s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,middlefork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,aurora-borealis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,white-lotus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,kill-bill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,purple-ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,light-of-jah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,aloha-limone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,pineapple-super-silver-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,amethyst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,chocolate-lava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,ogkz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,bog-bubble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,afghan-big-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,frisian-dew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,purple-buddha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,mother-of-all-cherries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,cobra-lips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,cambodian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,guptilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,don-carlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,blue-galaxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,blue-nightmare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,goldberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,707-truthband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,twisted-citrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,palm-tree-cbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,rockbud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,mandarin-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,buddhas-hand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,pineberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,ko-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,supermax-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,outlaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,strawberry-blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,60-day-lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,hemlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,caramelicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,black-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,rolls-choice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,bakers-delight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,chupacabra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,puna-budder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,moonwalker-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,super-g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,sexxpot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,brazil-amazonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,jah-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,sonoma-coma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,fire-alien-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,space-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,serious-happiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,blue-tahoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,lemon-jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,skunk-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,hawaiian-sativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,white-queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,star-cookie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,atomical-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,hercules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,ultraviolet-og,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1558,blackberry-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,bell-ringer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,four-way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,afghani-cbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,american-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,purple-cotton-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,gutbuster,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1565,blueberry-lambsbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,six-shooter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,3rd-coast-panama-chunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,blaze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,mothers-helper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,lemon-thai-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,purple-afghan-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,sweet-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,cherry-vanilla-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,jack-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,hawaiian-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,cookie-jar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,ripped-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,black-dhalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,love-potion-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,pineapple-purps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,nypd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,blue-satellite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,shipwreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,kens-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,white-cherry-truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,harry-potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,sour-cherry-sherbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,jacked-up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,the-cough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,kings-bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,black-magic-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,funfetti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,mothers-finest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,alien-hallucination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,purple-unicorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,supernova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,kushadelic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,red-eye-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,oz-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,afghan-sour-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,ghost-ship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,tang-eray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,green-hornet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,zen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,orange-fanta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,ill-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,amnesi-k-lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,bubble-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,flaming-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,galactica-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,toxic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,misty-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,mystery-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,glue-tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,crumbled-lime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,purple-cheddar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,alpine-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,silver-back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,zellys-gift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,shining-silver-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,9d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,rocky-mountain-high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,ape-shit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,starry-night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,silverhawks-og,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1626,quattro-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,serious-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,arjans-ultra-haze-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,sweet-pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,blue-dot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,sensi-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,white-ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,beast-mode-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,honey-lemon-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,harmony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,blood-orange-sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,brains-damage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,lamborghini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,j-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,white-chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,alien-breath,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1642,ak-choco-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,punky-lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,venice-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,russian-assassin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,triangle-mints,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,lemon-crme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,sapphire-scout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,american-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,bc-roadkill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,mother-tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,orange-hill-special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,connie-chung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,rocklock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,tango-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,megalodon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,sweet-deep-grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,iron-triangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,emperor-cookie-dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,strawberry-snow-cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,highwayman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,dark-shadow-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,kings-banner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,white-lsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,blue-heron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,azure-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,white-siberian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,han-solo-burger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,starbud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,white-smurf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,allen-iverson-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,hazmat-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,trident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,kush-hemp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,think-different,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,tesla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,the-sister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,huckleberry-soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,dizzy-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,hippie-chicken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,jazz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,frosted-freak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,dirty-old-bastard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,vixen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,maui-mango-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,green-magic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,gelato-sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
