,strain,Myrcene,Pinene,Caryophyllene,Limonene,Humulene,Terpinolene,Linalool,Ocimene
681,ninja-fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,purple-afghani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,gas-mask,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,purple-passion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,grape-inferno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,glass-slipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,chocolate-fondue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,nightmare-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,bay-dream,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
690,hawaiian-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,euphoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,honey-boo-boo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,julius-caesar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,blueberry-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,lucid-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,sinmint-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,white-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,sage,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
699,jenny-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,pinkman-goo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,maui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,10th-planet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,butter-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,mazar-x-blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,cactus,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
706,sour-amnesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,la-chocolat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,apollo-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
709,purple-animal-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,purple-thai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,acid-dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,blue-knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,purple-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,yeti-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,martian-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,irene-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,bubbas-gift,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
718,purple-raine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,gorilla-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,cherry-limeade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,chem-dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,strawberry-amnesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,green-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,citrus-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,green-ribbon,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
726,13-dawgs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,tyson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,white-gorilla,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
729,querkle,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
730,sunny-d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,jah-goo,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
732,blueberry-blast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,predator-pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,black-cherry-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,lime-sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,cbd-shark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,trinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,ak-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,game-changer,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
740,tangie-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,sunshine-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,salmon-river-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,5th-element,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,sweeties,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
745,wonka-bars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,tangilope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,super-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,granola-funk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,ancient-og,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
750,grapefruit-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,blood-orange-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,pink-death-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,hellfire-og,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
754,red-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,lemon-ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,burmese-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,biker-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,raspberry-cough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,napalm-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,dr-grinspoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,ice-cream-man,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
762,mango-sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,head-cheese,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
764,white-walker-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,kosher-dawg,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
766,pink-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,rose-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,gooberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,koolato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,sister-glue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,gelatti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,church-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,tigers-milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,tropic-thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,night-nurse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,gorilla-snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,critical-bilbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,ultra-sour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,buddha-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,flo-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,og-lime-killer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,purple-crack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,walter-white,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,ice-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,pineapple-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,crown-royale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,the-vision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,fucking-incredible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,og-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,white-nightmare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,burkle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,cbd-critical-cure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,lemon-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,dairy-queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,dog-shit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,citrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,chemdawg-sour-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,purple-cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,queen-mother-goji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,humboldt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,montana-silvertip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,super-sour-og,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
804,purple-tangie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,nepalese,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
806,bc-big-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,master-yoda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,tillamook-strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,charlie-sheen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,og-diesel-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,sugar-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,willy-wonka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,blue-magic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,blackberry-fire,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
815,moose-and-lobsta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,grandmas-sugar-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,chocolate-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,pineapple-skunk,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
819,red-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,dream-lotus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,white-lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,area-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,grape-diamonds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,popcorn-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,la-og,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
826,the-sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,banana-bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,haze-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,818-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,albert-walker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
831,alice-in-wonderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,pineapple-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,lemon-alien-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,afghan-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,sugar-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,lemon-og-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,mc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,sour-alien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,killer-queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,swazi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,purple-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,purple-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,dragon-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,haoma-mist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,blue-rhino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,sour-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,dragon-fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,wheres-my-bike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,future,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,bubblicious,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
852,romulan-grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,high-school-sweetheart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,bananas,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
855,sour-power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,godzilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,purple-sunset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,road-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,rare-dankness-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,cataract-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,303-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,double-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,sour-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,grandpas-stash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,the-wife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,sweet-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,golden-state-banana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,green-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,forum-cut-cookies,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
872,blueberry-ak,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
873,amherst-sour-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,critical-plus-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,grape-cookies,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
876,northern-lights-5-x-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,elephant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,locomotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,alaskan-ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,cali-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,asian-fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,viper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,sour-kosher,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
884,yumboldt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,versace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,orange-dream,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
887,bootylicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,loud-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,dynamite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,critical-purple-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,oregon-diesel,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
892,devil-fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,the-blood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,violet-delight,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
895,caramel-candy-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,the-doctor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,jupiter-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,ace-killer-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,chocolate-chunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,super-snow-dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,spiked-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,petrolia-headstash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,zour-apples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,papas-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,cuvee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,sunburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,schrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,mexican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,jack-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,rare-darkness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,lowryder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,zsweet-insanity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,joliet-jake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,dosi-face,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,cbd-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,blue-goo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,marionberry-kush,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
918,purple-power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,white-urkle,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
920,alien-technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,dutch-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,purple-alien-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,og-poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,sharks-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,rug-burn-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,grapefruit-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,lemon-sorbet-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,bob-saget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,soul-shine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,chems-sister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,blue-crack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,chronic-thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,vader-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,nicole-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,santa-maria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,buddha-tahoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,sour-chees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,candy-apple,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
939,durban-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,pheno-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,astroboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,moonbeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,angel-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,hawaiian-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,bear-dance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,purple-princess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,blue-dream-cbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,emerald-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,tangerine-power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,snow-monster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,ray-charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,tropical-tang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,green-queen,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
954,mexican-sativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,georgia-pine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,3d-cbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,dreamcatcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,gunslinger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,skunk-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,snowland,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
961,boss-hogg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,bugatti-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,pineapple-jack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,electric-kool-aid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,ghost-rider-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,cookies-and-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,batman-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,cherry-cream-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,banana-hammock-r1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,black-russian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,sour-headband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,citrus-sunshine-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,sour-bubble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,black-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,bubbleberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,big-bang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,frosted-cherry-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,oregon-lemons,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
979,m-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,sweet-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,hashberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,sour-pebbles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,alpha-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,chem-cookies,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
985,shangri-la,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
986,snow-lotus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,super-lemon-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,argyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,blue-velvet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,chem-scout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,funky-monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,triple-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,gorilla-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,white-fire-alien-og,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
995,chemmy-jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,appalachia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,sour-blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,green-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,timewreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,narnia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,madman-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,lemongrass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,colombian-mojito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,legend-of-nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,bay-platinum-cookies,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1006,afghan-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,merlot-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,grape-krush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,electric-lemon-g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,cracker-jack,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1011,purple-dog-shit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,caramelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,velvet-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,gumbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,durga-mata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,red-cherry-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,sour-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,warlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,sin-valley-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,magic-melon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
